mtype0,mtype1,mtype2,mtype3,mtype4,mtype5,mtype6,mtype7,mtype8,mtype9,mtype10,mtype11,mtype12,mtype13,mtype14,mtype15,mtype16,mtype17,ph,sp,sta
8.452102858980528,-2.9534699106815427,-0.6528066472932788,3.4553421822760026,-0.652806647293279,-0.4380093985945822,-1.9655915707743294,-0.7629159821684204,0.6599782761877722,2.9024797608177693,-0.977713230867117,-1.6406849872004918,-2.9534699106815427,3.3622272544585305,-2.1284412633561525,-1.7507943220756332,0.9980434489473102,-2.9534699106815427,-4.064219671657608,1.869203425009475,2.1950162466481324
6.566010180418547,0.2792295061863781,-0.7507201278134646,-2.999624465113748,-0.8370831051164982,1.1852905296637468,-0.8370831051164982,-0.9655173765121614,-2.999624465113748,0.6084023007039816,-2.999624465113748,5.736903952178284,0.17880780330658752,1.1269401208765861,-2.011746125206535,-2.999624465113748,2.469783434699501,-0.7507201278134646,-1.1017811999982197,1.458768104830376,-0.3569869048321573
6.2095721139801245,0.5601294822813223,-0.16426408742765763,-0.8231602650633287,-0.6425461063245873,3.6639813481403536,-1.5380795775135776,-1.955331029805638,0.45002014740618124,1.4952674644818535,-2.8508645009946285,0.7571622648231008,-2.8508645009946285,1.2742787356323224,0.18248254100080274,-2.8508645009946285,1.9339449723672422,-2.8508645009946285,1.8918113628146143,-1.745269640257578,-0.1465417225570375
5.179543177233016,-0.5209808595889375,-0.31809259119739264,-1.567209608283311,-1.723656448194847,2.6177053864941837,-1.723656448194847,-0.7357781082876342,-0.36453401967740096,-2.0671032683904933,-2.7698851968892204,5.023056563706003,3.422563053917569,1.3566793891011133,-1.7820068569820078,-2.7698851968892204,0.46689748031827544,-1.723656448194847,-1.7674873647789604,1.0251352181482007,0.7423521466307583
5.96781499723422,2.1514816389670894,0.09472050999309672,2.2971834188133715,-2.086567919408834,1.8027080827640463,-1.3108433470043577,-1.779425801991915,-0.4153098758153675,5.3794236434621485,-2.9821013905978244,-2.9821013905978244,2.1301236515835287,-0.10816775839844811,-2.9821013905978244,-1.779425801991915,-0.41530987581536766,-2.9821013905978244,1.7024574737131628,-0.04702524423230614,-1.6554322294808586
0.9805504811718607,0.5443247274598109,-1.4611053988186855,-1.6639936672102302,-0.6583508611460986,4.960961516799894,-2.86666925581614,-1.8204405071217664,0.8514668448767306,-0.8511024038363617,-2.86666925581614,3.8800437560847105,2.6628072386572743,0.2720169902669813,2.0282495524208723,-2.86666925581614,0.6950200049651944,-1.8204405071217664,0.978138527155616,-0.9360261332336394,-0.0421123939219778
4.199042548674742,-0.7986995596484833,-0.7986995596484833,-1.844928308342857,-2.001375148254393,2.3399866864346377,-0.7986995596484833,-1.01349680834718,-0.642252719736947,-3.0476038969487664,-3.0476038969487664,5.9480134522523675,2.5361795486833887,2.2816362776474772,-2.0597255570415536,-3.0476038969487664,1.3918543688646392,0.40397602895742657,-0.6984423971292626,1.2923964600606253,-0.5939540629313639
3.977079051960084,1.290478638393113,-0.10786906922362971,0.16916553693103908,-0.5861510881205595,4.16855087397906,-2.7944694827906003,0.9160085781688986,2.22879350164995,2.0394187588415424,-2.7944694827906003,-0.4938062194023364,-0.8187128029761742,-2.7944694827906003,-1.8989360116016103,-2.7944694827906003,2.100449325446412,-1.8065911428833874,-0.042719388997114915,0.6551492256329355,-0.6124298366358222
4.968393596778732,-0.44347640256963516,-0.5535857374447765,-2.8024900747450596,-0.44347640256963516,2.6952098435134855,-0.5535857374447765,-1.7562613260506863,-1.4897051512640087,1.1358646956980931,-2.8024900747450596,3.897885432119395,0.8055366910726695,1.5388717599439712,-2.8024900747450596,-2.8024900747450596,0.7591991860362745,0.6490898511611334,-2.1126559595023577,1.9995032412471727,0.11315271825518392
4.246211437399492,2.426901597496602,0.11964685140915815,-1.972810645979589,-1.9144602371924284,1.2242260088906924,0.11964685140915815,-0.7117846485865189,-0.9265818972852153,-2.960688985886802,-2.960688985886802,2.426901597496602,-1.7580133972808922,3.7860240260140485,-2.960688985886802,-2.960688985886802,4.285957459736707,0.49089094001939093,0.6175106457980599,-0.31947747580155395,-0.2980331699965071
0.2055502299759746,0.0976363445384375,0.2756340925844769,0.5237157032390196,-1.7789933819752355,2.2980077273647215,0.09763634453843695,-2.8252221306696095,-2.8252221306696095,3.160662544963488,-2.8252221306696095,0.20555022997597439,1.2139489558413137,2.1900938419271845,-2.8252221306696095,-0.5925969080638567,1.4297767267163881,1.9742660710521103,-0.5641599543797451,1.8566250029332425,-1.2924650485534985
2.272223351027046,-0.749762077481754,0.12800692755031784,-2.1208974097499653,-0.749762077481754,2.388924168601367,0.12800692755031784,-2.062547000962805,-0.8081124862689143,0.8295790207859741,-3.1087757496571786,3.591599757207277,0.4992510161605509,1.2325860850318522,-3.1087757496571786,-3.1087757496571786,4.404426870753008,0.3428041762490147,-1.5677705994465727,1.5710600745183827,-0.00328947507181121
2.272223351027046,-0.749762077481754,0.12800692755031784,-2.1208974097499653,-0.749762077481754,2.3889241686013674,0.12800692755031784,-2.062547000962805,-0.8081124862689143,0.8295790207859746,-3.108775749657178,3.591599757207277,0.4992510161605511,1.2325860850318522,-3.108775749657178,-3.108775749657178,4.404426870753008,0.3428041762490145,-1.5677705994465727,1.5710600745183827,-0.00328947507181121
